,id,polarity,text
2480,t3567,neutral,"xmlsimpl part rails, depend rails. you instal rubi without instal rail use `gem instal xml-simple`."
2481,t3568,positive,"if mind work slight lower level, <link> excel http librari includ cach functionality."
2482,t3569,neutral,see relat discuss
2483,t3570,negative,"i .ico file 5 icon size embed use main applic icon system tray icon. when show task bar icon use 16x16 format desired. when icon show notif area/system tray, use 32x32 format window render 16x16 icon, look horrible. how i forc window use 16x16 icon size notif area? here code put icon system tray:"
2484,t3571,positive,"to get width imag use code: you could use document preambl creat new command automat set width: then, document: i hope helps!"
2485,t3572,neutral,"agree, msdn total useless"
2486,t3573,negative,that aw lot swap hold pattern spaces...
2487,t3574,negative,"i'm develop propietari (non open source) web applic asp.net, i want use look and feel joomla (images, control distribution, etc.). is illegal? i'm violat licens this?"
2488,t3575,negative,the fact even remot possibl javascript scare me.
2489,t3578,neutral,"i'v run problem coupl time now. last time, i want creat array array (matrix) bool's. i end encapsul nsstrings, appar nsarray array objects. this time, want array array again, cgpoints. i'm go use draw imag screen. is way creat array cgpoint without objects? should i even worri memory/perform overhead matrix 96 objects?"
2490,t3579,positive,thanks! this look promising!
2491,t3580,neutral,"in vb.net 4.0, probabl know need explicit write getter setter properti declar follows: vb automat creat privat member variabl call _foo _foo2. it seem though microsoft vs team adopt convention, i see issu it."
2492,t3581,neutral,more popular duplic <link> answer handi tool mention here.
2493,t3584,neutral,"indeed, op ask charact substring. of cours interpret charact broad includ multibyt characters, `strstr` right function use."
2494,t3585,neutral,"we servlet host jboss work httpservletrequest. but sometim receiev request get decod jboss, getqueryparam httpservletrequest, get null. the jboss access log show url encod form. normally, everyth work smooth, url shown decod access log. e.g.: this problemat request: this proper request: could miss jboss decod settings, case malici user?"
2495,t3587,neutral,"i use custom check text numeric. then i bind numer property, i add new custom class collection. in exampl valid rule check everytim changes."
2496,t3588,negative,i wonder possibl set editor window tab width eclipse. i hate i want close sever window row i alway move mouse. can i set eclips use one width everi window tab?
2497,t3589,positive,"wow! i idea cool web 2.0 app, share now. do rememb xkcd strip: so, imagin web-servic high-school student list peopl date (link facebook profil smth), servic provid recommend date next creat symmetr graph fanci graph configuration."
2498,t3590,neutral,"i know answer question directly, might worth check sql server 2005 migrat tool access. i'v never use tool, might worth use sql server 2005 express edit see issu mysql"
2499,t3591,positive,fwiw in regard be care futur i'v realli enjoy use ankhsvn within visual studio 2010. it done excel job help perform perfect commit
2500,t3593,positive,"thanks, that great addit info sam!"
2501,t3594,positive,"text html wysiwymg realli differ things. a real time preview cool feature... i'v seen great exampl somewher :) hmm :))) here, stackoverflow!"
2502,t3596,neutral,"make work browser front. this mean extra test develop caus less pain later. i find usual easier diagnos problem i'v develop thing, rather come back later tri figur out...along list issues."
2503,t3597,neutral,"i done before, i found web give explanation."
2504,t3598,negative,i'm afraid wrong.
2505,t3599,positive,great thanks! serverfault.com new server admin equival stackoverflow!
2506,t3600,negative,ran myself. veri annoy limit imo.
2507,t3603,positive,alreadi answer wrap here good luck!
2508,t3605,negative,write stream manipul complic way someth simple!
2509,t3606,neutral,1) make sure fb engin 1.5 there interbas server run seme box port expect fb 1.5. 2) make sure udf call substr regist insid db fb espect differ params.
2510,t3607,positive,my test page: my js trunk/js/sifr_config.j my css trunk/css/sifr.css help would great appreciated!
2511,t3608,neutral,answer accept answer differ question?
2512,t3609,positive,this describ one type uuid great detail i use similar approach great success i need uuid implement could link exist librari architectur reasons. this provid good overview.
2513,t3611,positive,255 project wow well i see happen do...
2514,t3612,positive,"thank answer guys, realli useful! :)"
2515,t3613,neutral,just make note answer date. the featur available.
2516,t3616,negative,"i exist javascript/flash -interact kludg suck terribly. now i'v decid it'd better write flash app specif thing without need interact javascript. therefor i'd need produc flash app linux, i money throw adob right (perhap never softwar keep terrible). also go softwar develop windows, there, conclusion: that go work well ever. so, solutions? free open source?"
2517,t3619,positive,"i start wonder today would possibl integr joomla+cb googl apps. if would possibl could one great product! the first thing i would want integr logon-process, one login joomla+googl apps. then would great googl app modules: latest e-mail next calendar entri googl talk buddi online/offlin recent doc spreadsheet"
2518,t3621,positive,awesom work guys. got love fact so communiti fast issu i can't solv alon particular impact day! thanks! :)
2519,t3622,positive,have tried: i'v also seen sampl markup media display layout file specifi element as: good luck!
2520,t3624,positive,"excel advic here, seem like know know field. i hope keep participating."
2521,t3625,neutral,seem move github: <link>
2522,t3628,positive,"wow! truli awesome, sqlite power! :)"
2523,t3630,negative,"that terribl article, start right, fisher-yates/knuth shuffle, goe horribl wrong tri random order use guid sourc randomness. don't wast time read wikipedia articl fisher-y use librari implement shuffl correctly."
2524,t3631,neutral,are nativ librari packag sign jar list in jnlp file?
2525,t3636,neutral,won't work well file though?
2526,t3638,neutral,if total tie pure c use string.h strchr()
2527,t3639,neutral,"in java, example, <@user> annot provid compile-tim check overrid make excel self-docu code. i'm look document (although indic checker like pylint, that bonus). i add comment docstr somewhere, idiomat way indic overrid python?"
2528,t3640,negative,"fyi: when c c++ say ""undefined"" usual mean ""crash"" ""memori corruption"" someth equal terrible. beware."
2529,t3641,neutral,"if use cygwin, littl point need worri window script solution."
2530,t3642,neutral,"i know exact content csv file i worri escap characters, etc.. i use dottrac jetbrain profiling. i actual use code project csvreader part code perform import piec code, reason i ask"
2531,t3643,negative,"is sensibl way group long utc date day? i would mod 86400 take leap second account. doe anyon ideas, i'm use java i could pars date objects, i'm littl worri perform overhead use date class. also effici way compar year month day part date object?"
2532,t3644,negative,"i hate plain id name. i strong prefer alway use invoice_id variant thereof. i alway know tabl authorit tabl id i need to, confus what worst mix mention, total confusing. i'v work databas almost alway foo_id except one use ids. that total hell."
2533,t3645,positive,"veri good one, thanks!!"
2534,t3646,positive,"like other i'm use larger fonts, sinc get plus side fifty. most recent i start use consola typefac realli enjoy it. fix width indent well. the clear differ lowercas l number 1 letter o zeronumb 0 exampl also make realli good program font."
2535,t3649,neutral,"if use guid could creat createhistori tabl column guid, createdon, createdby. for popul tabl would still creat trigger everi tabl handl applic logic."
2536,t3650,neutral,"given client code know everyth need remot object, what simplest way connect it? this i'm moment:"
2537,t3651,negative,"when run graphic base program python s60 (pys60) error messag output print statement (i.e. stdout) hidden. if due error applic stop work expect lost track bug difficult, sometim requir run ""second strip version"" code. this obvious painful. how i log error file, i may see later."
2538,t3652,neutral,"is possibl creat imag php (as oppos simpli link via html) so, i go first learn thing?"
2539,t3653,positive,"that migrat doc essenti me, great link!"
2540,t3654,neutral,"in c#, i want pars string date timespan, i'd someth similar following: my google-fu less desir find way convert objective-c. ani suggestions?"
2541,t3655,neutral,"i iis6 web server host two applic pools. occasionally, one w3wp process spike cpu while, app pool seem suffer consequences. i'm sure one which, without inform i know applic blame. how i tell w3wp belong app pool?"
2542,t3656,positive,"just use skype. it free, excel chat capabilities, work firewalls, support lot collabor featur box plenti plugins. p.s. it also support nativ window mobil good client mobil platform (like fring s60)"
2543,t3657,negative,"i hate too. but stop think want instead assum im idiot? it small person site, money maker. rebuilt learn new technology. not bother 301ing page new versions. so instead tri get valu homepage."
2544,t3658,neutral,i wonder c/c++ implement program (similar tail -f) watch new line ad log file process them?
2545,t3659,positive,would possibl post code here? that would awesome!
2546,t3660,positive,"i realli like learn ml college. i find function program often refresh eleg way write certain algorithms. i heard f# play around bit. still, i'v written interest function ml would like integr librari i could use applications. usual i past function smlnj interpreter. is way i compil down?"
2547,t3661,positive,this simpl i hope :) when i creat new web applic wss need port 80 i want point extern domain name it? everyth standard term ii port open i.e. port 80 one open. i guess i let wss assign port number new web applic sure never access extern unless i open assign port? cheer
2548,t3662,neutral,"would help creat view databas exclud blob, generat dbml view? it terribl differ second option, keep chang main databas itself, without requir chang exist tabl structure."
2549,t3664,positive,"+1 *""...the debat **what** actual meta data.""*"
2550,t3666,neutral,think scope kill ok.
2551,t3668,negative,that link full horribl advice.
2552,t3669,neutral,"i'v creat ant task compil vb6 applications. after preprocess sourc files, i start appropri paramet use but i press ctrl+c ant running, script task termin spawn process still running. how i automat termin process i start ant script get terminated? what exact happen i press ctrl+c? is task kill immedi way react?"
2553,t3670,neutral,<@user> the question 4-byte floats. which string end comma? onli tupl `struct.unpack` comma.
2554,t3671,negative,lotus notes....aaaaargh!
2555,t3672,neutral,"doe anyon recommend excel refer microsoft reportview (vs 2008 flavour) use local mode? i'm current use part bit black box i'd like read entir subject. especi want start use sub-report display complex parent-child reports. i'm assum work similar mode crystal report i'm reason familar. thanks, rob."
2556,t3674,neutral,that i meant. he worri respons returned....you correct http proxy.
2557,t3677,neutral,"anoth good reason relat longevity. db40 excel product does, user base small like outliv someth like sql server. of course, i also use say way java go survive."
2558,t3678,negative,"yeah solut limit ie user select tini subset row column fx chrome user can. even ie8 cope mayb 25 cell (5x5 grid), 7 6 remain hopeless. it bring back memori late 90s web develop ugli thing do, els browser poor?"
2559,t3681,neutral,"derek, i'm familiar *beforefieldinit* ""optimization"" but, personally, i never worri it."
2560,t3682,neutral,see <link>
2561,t3683,neutral,... long user enter
2562,t3684,neutral,use `locale` string collat method sort natur accord current locale.
2563,t3685,negative,"unfortunately, no. that major pain merg vcproj file changes."
2564,t3686,positive,wow i frickin love site! thank quick concis responses. i plan keep client-sid regex valid move usernam check server-sid submit.
2565,t3687,positive,has anyon ever made sharepoint lookup column allow fill inn choic writeback list lookup from? would take make column? if 3.rd parti solut arround would reali great :) cheers!
2566,t3688,neutral,"fair enough: jdk upgrad mess serializable, client big boy jdk (i.e. sun, bea, ibm, etc.) scream bloodi murder (and i have). admit question clear whether jdk classes."
2567,t3690,negative,"imho multi-cor processor still rare, thread horribl hairi danger place go, better stick one thread."
2568,t3691,neutral,"i'v use littl now, there one glare piec function either miss i can't figur (i hope latter!). if pass cfg.gettemplate() absolut path, work. i know specifi templat directory, i can't afford that, use case could deal file directory. is way set freemark render absolut path way user would expect?"
2569,t3693,positive,this realli simpl work great! i javascript test: <link>
2570,t3695,neutral,more info <link>
2571,t3696,positive,i'v found follow macro pretti useful! so call within app (as long header includ course!).
2572,t3697,negative,"is way mod_wsgi reload modul (mayb particular directory) load? while work code, annoy restart apach everi time someth changed. the option i'v found far put everi import.. that also realli annoy sinc mean i'm go go remov later date.."
2573,t3699,neutral,"we'll eventu use code contract .net 4.0 ships. however, product code right great success ""guard"" class along common way generat exceptions. for details, see"
2574,t3700,neutral,"you might want check methods. i'm afraid method array object perform shallow comparison, proper (at least case) compar inner arrays."
2575,t3701,negative,"is possibl use twitter api grab search results? for example, i want page show tweet (man i hate term) word ""cat"" it? is also possibl get match result certain date?"
2576,t3702,neutral,"i want format xml document unmarsh jaxb. unmarsh look like: while marshal one format code via: but isnt possibl unmarch process... ani idea i format xml string jaxb (or after) unmarsh process? btw: i read post pretti print, i want jaxb!"
2577,t3703,positive,flexunit pretti awesom also asunit they pretti similiar taken quit bit framework like junit. flexmonkey although i use seem ui unit testing.
2578,t3704,neutral,"i'm tri build 3 packages, a, b c. a defin base class use b c. i'v got 3 project group, set output custom bpl output folder. this folder search path b c. but i go build b c, compil choke requir list. ""requir packag a found."" how i tell b c find a they'll build correctly?"
2579,t3705,negative,"one thing i forgot, make sure dev databas run migrat (the sql server database) updat product immedi test run. hate someth fail prod test outdat records."
2580,t3706,neutral,"i believ general j2me api determin location. i know blackberri specif api retriev rough cell location, also gps api well. i'm afraid, moment, gps solut proprietari manufacturer."
2581,t3707,positive,"you'v got start custom instanc we'd prefer implement simpler scenario need access under then, wire ibati config: hope helps!"
2582,t3710,negative,"<@user> deploy headache, ilmerg ... still extra bit luggag need worri"
2583,t3712,neutral,"is possibl add messag built-in error consol firefox javascript code run web pages? i know i there firebug, provid object error console, i look quick fix earlier find anything. i guess might possibl all, prevent malici web page spam log?"
2584,t3714,negative,"hate say it, i think way allevi this. i think depend client system, though, faster javascript engin machin may make slight accurate."
2585,t3716,negative,"com compon realli pain manage, update, versioning, etc."
2586,t3718,neutral,"while excel advice, answer state, nuanc answer case immutable, safe publish map instance. but you know what you'r doing."
2587,t3719,negative,"notably, debugg show string *with* escap characters. when string print console, escap charact included. ""\""code\"""" vs. ""code"". this 100 charact limit annoy prevent copying, say, long json string immedi past string (escap charact included) test string variabl code."
2588,t3720,negative,"also exact problem. larg table, nest div within table. firefox render teh page within 10 seconds, ie render tabl wait 2 minutes. firefox still zip along teh drag dtop, ie crawls.. infact freezes, drag drop sdoe work. go tri teh solut below. fix width, #id tagname.class references. but fear still slow. anyon els good deas, i would ears."
2589,t3721,positive,i'v happi bulk-loader. we'v integr parsley mvc ioc framework great success.
2590,t3722,positive,"can someon tell i go upgrad telerik asp.net controls? i current use q3 2008 releas i recent bought q1 2009 sp1 release. how i upgrad projects? do i need uninstal old one instal new one instal new one? also project get upgraded? also, project i ""live""? do i need upload new dlls chang web.config? ani guidanc would great!"
2591,t3723,negative,"i'm develop osx applic run lsuielement set (system menu tray icon, appear cmd-tab). it work total fine, someon point blank process name activ monitor listing. just say nothing. everyth els name. even app run lsuielement. i'v tri search around web, i can't spot anyon talk this. what earth i look for?"
2592,t3724,positive,"excel answer, work me."
2593,t3725,neutral,doe make differ go
2594,t3727,positive,"i'v got tabl blob collum. what i want get abl pick word list order. for exampl contained: bob smith like chees love read charli like chocol milk charl love manga also like cooki then i would get like love result... possibl how? i'd like abl mysql alone, i use php well. thank advance, kenni"
2595,t3729,neutral,the client profil got better (and smaller) .net 4 see
2596,t3730,neutral,"if use general-purpos method signatur that call event handler pass call e.g., log events, without worri null pointer exception."
2597,t3732,neutral,<link>
2598,t3733,positive,"i tri make authlog facebook connect (use facebook) play nice creat account either normal registr way facebook connect. i abl get connect work one way log logg facebook site, i delet cooki make working. ani help would awesome, thank you!"
2599,t3735,neutral,"my advic even worri it. html xml, unlik languages, almost trivial re-ind style programm wants. in html i use width-2 tabs, regular section run edg editor window. there realli way avoid unless skip indent section document."
2600,t3736,neutral,<@user>: not true... see edit
2601,t3739,positive,an excel eleg solution. kudos.
2602,t3741,positive,"i done research ""the bast way insert huge data db c#"" lot peopl suggest use sqlbulkcopy. after i tri realli amaz me. undoubtedly, sqlbulkcopi fast. it seem sqlbulkcopi perfect way insert data (especi huge data). but dont use times. is drawback use sqlbulkcopy?"
2603,t3743,neutral,"a better, common practic put combo box item selected. it prevent keyboard usag (i, user, would find offensive!) simplifi code."
2604,t3746,neutral,"encryption/decrypt relev code well, emit il. this would anoth layer obscur although ultim protect really, make littl pain. also, post question reverse-engineering.net forum see cracker say."
2605,t3748,neutral,"i'd keep creat depend properties, personally. it realli much extra work, worri possibl caveats."
2606,t3749,neutral,"<@user> why, then, invok ""hoar dictum""? knuth paper clariti optimization. the quot never actual appear paper; rather, wrote ""in previous discuss conclud prematur emphasi effici big mistak may well sourc program complex grief""."
2607,t3750,positive,wow that interest question! i'm exact pro 16-bit c++ i wonder swap stack all?
2608,t3751,positive,thanks! both jim helpful!
2609,t3755,neutral,"i'm think creat small offlin blog editor person use i know api work. where i find information? i'm particular look common providers: blogger, wordpress, movabletype, live space (not sure api) etc."
2610,t3756,neutral,i ad refer excel articl show go it.
2611,t3757,positive,"excel question. imho type think make program much robust, especi undergo constant change."
2612,t3758,positive,"i new .net general, i hope n00b question. i'm look write silverlight app interact mssql db use linq. do i absolutely, posit use seper wcf service? it seem secur implications, would complet trust network. thank advanc"
2613,t3759,negative,this algorithm terribl ineffici small sampl chosen larg set. pick 5 integ million take one million call rand() instead 5.
2614,t3760,positive,"i newbi flex. latest task generat graph netwrok base data input. what best way it. also click node network show associ data node. hope get help soon! thanks, kartik"
2615,t3761,negative,"i often need execut custom sql queri django, manual convert queri result object everi time kinda painful. i wonder fellow slacker deal this. mayb someon written kind librari help deal custom sql django?"
2616,t3763,negative,"the move version 7 painful, i total agree. our process taken long (and seem stretch forever) especi come away ration suit individu v7 products."
2617,t3764,negative,"what easiest static (non-animating) 3d model format load java? i use .obj c++, that pain java. is anyth better?"
2618,t3765,neutral,"i class problem. if structur thing meaning way, abl look js, see event hook are. if worri much it, *could* set rel attr js, prepent id js_, etc."
2619,t3766,positive,"i'm learn c++, search code learn someth area love: file i/o, want know tweak code user type file want see, like wget, program like this: the code program here: thanks!"
2620,t3767,neutral,sharepoint recogn file type use extensions. if worri user spread malici application/cod sharepoint sites. i suggest take look you modifi exclud extens list central administr oper block file types.
2621,t3768,negative,"in netbeans, i select text press work correct text indent right side expected. but i tri backspac behind text, remov one space time. veri annoying. is way chang setting, backspac behind tab line caus whole tab remov 1 space?"
2622,t3769,negative,it terribl idea includ use direct header file too. this simpli mitig problem.
2623,t3770,neutral,whi hate photoshop?
2624,t3771,positive,"great answer! but <@user> mentioned, `auto` differ meaning, could pleas updat tabl end?"
2625,t3772,negative,"don't want beat dead horse, realli import understand terribl idea."
2626,t3774,neutral,a month ago code horror blog report platform atroci bad sort algorithm. if use platform sure want implement instead.
2627,t3775,negative,"adg terribl wondrous thing. i'm still tri figur ""data"" object structur use group field cheer"
2628,t3777,negative,"in general, _terrible_ idea. c++ header intend includ altern namespac use here."
2629,t3778,neutral,i want abl play sound file program. where i look?
2630,t3779,negative,"help? db, uniqu identifi guid need implement url rewrit howev page name look terribl example: testpage-2668ff87-0a3a-4cac-b9ab-2367d17a76c3.aspx titl page uniqu identifi db setup use int uniqu identifi never problem: testpage-1.aspx titl page uniqu identifi (int) suggest"
2631,t3780,positive,rot13. it super effici too!
2632,t3781,neutral,"actually, think it, think sitecore. i think vs choke tri render sitecor stuff"
2633,t3782,neutral,"i want this, 8-bit micro control least possibl number instructions."
2634,t3783,positive,"we use xceed 3.0 datagrid (pro version..but free version excellent) extens probabl anybody. it flexibl handl thing grids.. opinion course. tri all, limit each."
2635,t3785,neutral,doe anyon know print barcod intermec pb20 bluetooth printer window compact framework application> we current use intermec lineprint api unabl find way print barcode.
2636,t3786,neutral,ramesh i would implement use supertyp subtyp relationship e-r model. there differ physic option implement relationship well.
2637,t3787,positive,i use (and loving) jqueri intellisens visual studio 2008 (blog scott guthri one ever come across intellisens script compon jquery? thanks!
2638,t3788,negative,"would'v love to. but hash_map c++ standard library, phb allow code outsid that."
2639,t3790,positive,"this look realli useful, thanks!"
2640,t3791,negative,i one microsoft keyboard function lock... man i hate thing.
2641,t3792,neutral,"it depend os, cpu, compiler, possibl factors. in general mean cpu bus could complet command, suffer conflict, could mean whole rang thing depend environ code run."
2642,t3793,neutral,i video player load progress flv video server appli reflect it. i creat bitmapdata object draw video it. this work absolut fine move content test server amazon s3. now reflection. can anyon explain happen even suggest solution? p.s. use flash 8 as2. thank
2643,t3797,neutral,<@user>: first one also executing. compar name constructor: actual also execut code. the goe anonym constructor... but question ;-)
2644,t3798,neutral,"whi peopl use ""*nix"" instead type ""unix""? are afraid trademark lawsuit?"
2645,t3799,positive,there rfc read rfcs. love it!
2646,t3801,neutral,"method const like chang state object. that exact reason behind object orient call oper stuff, worri object intern state."
2647,t3802,neutral,i two array anim (for example). how i merg two array one id?
2648,t3803,negative,i current develop system server run php version 5.1.6 thus i forc use symfoni 1.1 current environment. i plan migrat applic 1.1 1.2 somewhat near futur i wonder anyon experi this? i attempt migrat system 1.0 1.1 major pain rear. how anyon migrat symfoni 1.1 1.2?
2649,t3804,positive,i agre good introduct ssas mdx!
2650,t3807,neutral,i would say worri use primit wrapper profil applic see autobox perform memori issue. in experi memori becom issu cpu cycl talk primit vs wrap objects.
2651,t3809,positive,"great, thank you, fix issue!"
2652,t3810,positive,this great! thank +1
2653,t3811,negative,"i can't help think make xml ad xmllist unrelated, extend object directly, design flaw as3 core library. sure xml extend xmllist would much cleaner system, xml consid xmllist one member? this would also avoid annoy practic e4x queri possibl return either xml xmllist, result cast error. so reason i'm think xml xmllist design object common type?"
2654,t3812,positive,"i'd realli love surround content ""scroll"" up/down like use scroll would also love appropri div ""fade"" in."
2655,t3813,neutral,2 structur variabl initiali calloc set 0 memset compar 2 structur memcmp worri structur garbag allow earn time
2656,t3815,neutral,"i advis use simpl way (kiss !-) -- optim could found, name test length array once:"
2657,t3817,neutral,i'v got project use maven 2 build tool. i use netbean 6 ide realli want abl use profiler. how i get work?
2658,t3818,negative,"i various file i want ignor svn committing. i know i go tortoisesvn ignor various ways. i know i run svn propedit svn:ignor command line thing. the problem i everyon team that, pain. is way i put file folder set someth svn repositori tell never check certain file in?"
2659,t3819,positive,"i gridview row edited, insert etc. i wrap updatepanel give ajax effect updat system without reload page. i recent got use jqueri webservic ajax call i absolut love work fast is. i would like know possible, how, updat gridview use jqueri ajax methods."
2660,t3821,negative,"alan, i assum peopl alreadi hate asking. and point."
2661,t3823,positive,one great!
2662,t3825,positive,a great explanation! thanks:)
2663,t3826,positive,i intend post quote. it true :-)
2664,t3827,neutral,work copi past
2665,t3828,neutral,"guid, would know tabl came from?"
2666,t3830,neutral,"my project object creat process. it object dispos function, kill process (or tri to). however, program crashes, leav process run clean up. which caus program fail next time tri launch process can't get lock it. how i make sure process killed? i alway use object creat process block for refer i'm use c# .net 3.5"
2667,t3831,positive,"i'v got tabl like this: i want merg like: in new table, name table.articl belong titl column, because.. articles.nam books.titl mean thing :) ani answer appreci :) thank"
2668,t3832,neutral,"i'm tri follow similar tutorials. i'v got custom spjobdefinit deriv feature. the definit anyth yet, sinc i'm tri get setup. the featur follow code featureactivated: what i missing? it deploy fine, featur activ fine, show list job definitions!"
2669,t3835,positive,great sampl code!
2670,t3836,neutral,wonder purpos design monkey properties...
2671,t3837,negative,"i class, let call linegraph, render line graph. i need subclass it, deriv class use one place coupl class use it. so i use inner class. i see two way this: anonym inner class name inner class i fan anonym inner classes, frank i think look realli ugly. but case subclass that use one place, name inner class overkill? what accept practice?"
2672,t3838,neutral,link updat
2673,t3839,positive,"hey, i'm new site. i think great! okay, here deal. i download smule ocarina. i wonder made upload song cloud. i might app idea might incorpor this. how would i this? what would i need?"
2674,t3840,neutral,i two array system.data.datarow object i want compare. the row two column a b. column a key i want find row b column chang row ad deleted. how i powershell?
2675,t3842,neutral,"you also detect malici bots, respect robots.txt use"
2676,t3843,negative,"current msbuild log team build appal plain text difficult read. also one creat build approx 30mb take quit download (our tfs server datacentre). doe anyon know way abl view log easier, prefer integr either tfs tfs webaccess?"
2677,t3844,positive,"there refer inform avail msdn website. if want introduct tutorial, charl petzold book excellent."
2678,t3845,positive,"the excel resourc local data. from websit download xml version database, includ datetim formats, number formats, lot local specif data."
2679,t3847,positive,"i can't comment (yet) i add comment way. i thing mr. david murdoch advic best opera ). omg, love girl he got btw. i'v tri approach opera i succeed basic doubl input tag way: this way 1st element hidden catch display focus opera would give 2nd input element instead. love it!"
2680,t3848,neutral,this suffer race condit anoth process start queri system return caller say found. use mutex approach one way around it.
2681,t3854,negative,some depress news here: <link>
2682,t3855,neutral,"also look ""bubbl sort"", work excel classic asp tag cloud."
2683,t3856,neutral,"is differ between: the convent i'v seen python code (and code i write) former, i recent came across code use latter. none instanc (and instance, iirc) nonetype, matter, right? are circumst might?"
2684,t3857,neutral,tri [castor](<link> mapping.
2685,t3858,positive,the document jqueri realli great hard understand. <link>
2686,t3859,positive,"almost works. you seek one less write byte, otherwis still end 0b file. still helpful, thanks! correct syntax too. if want edit, extra line need outfile.writebyte(0);"
2687,t3860,positive,i research year ago (2005 i believe) i like jnbridgepro best third parti product this. check good luck!
2688,t3863,positive,veri nice articles!
2689,t3864,neutral,"yes--it offer benefit. depend use to, i'm sure. no, constant--not abuse."
2690,t3866,positive,"version 2 contain debugger. and work awesome! it still earli stages, help sever times. just watch bugs! :)"
2691,t3867,negative,"(and even worse, 10 depend order regist observers!)"
2692,t3869,positive,"if lot cup holders, that'd awesome, too!"
2693,t3870,neutral,"if want realli paranoid, instal vpn client everi computer, off-sit vpn server datacenter... but eat bandwidth, probabl complex want put with."
2694,t3871,negative,"i page use excanva draw images. while test new page ie6, one comput attempt open offic 2000 instal miss component. if offic 2000 instal cancel vml imag appear. this problem happen one test machin still worri me. anyon seen issu use ie6 excanva before?"
2695,t3873,neutral,you could flatten hierarchi to: or.. it'd make life bit less pain xpath queries. i also ad id attribut uniqu identifi activity.
2696,t3874,neutral,"here, bro: <link>"
2697,t3875,neutral,"i need keep file folder two windows-based, non-domain machin synchron across public network. i think rsync ssh i wonder simpler solution? ani possibl use sync framework sftp/scp/ssh? or i'm open better ideas?"
2698,t3876,neutral,"back privat beta (this question date back week privat beta began) discuss aspect site terribl well-formed. i realli want state opinion, mere state altern approach. i think pros con adequ address answer posts."
2699,t3878,neutral,i reenter mfc world year away new job. what resourc peopl recommend refresh memory? i main c# recently. also mfc centric websit blog peopl recommend?
2700,t3879,neutral,"unless write code realli critic inner loop (simul core, ray-tracer, etc.) point worri perform hit case. there import thing worri code (and signific perform trap lurking, i'm sure)."
2701,t3880,neutral,"is document articl rule pass string powershel functions? i tri string concatenation/formatting, put paramet first placeholder. code output"
2702,t3881,negative,"doe anyon commit qt sourc control? if so, it? do commit whole qt directori pick one applic need (bin/lib/include/src) how handl case new qt version come out? i'm ask i'm tri setup build autom qt moc bit pain...and wonder peopl handl commit 3rd parti librari general."
2703,t3883,neutral,"in sql server 2005, set auto creat statist auto updat statistics. you worri creat maintain yourself, sinc databas handl well itself."
2704,t3884,positive,holi (*&^. i look jqueri solution: add hidden element dom contain everi conceiv tag revers engin geometri conventions. the web truli amaz place!
2705,t3887,positive,good luck imag process adventures! i found fulfil technic level i area :)
2706,t3888,positive,your librari name symlink point that. the librari creat use linker command line (or gcc command line). hope helps!
2707,t3890,positive,"a list apart great site, i recommend heavily! i'v also use articl past: <link>"
2708,t3892,negative,"sorri pain, i 2 questions. 1) but log? i assum would $ftpreturn. 2) how i check byte sent?"
2709,t3893,negative,the toolstripmanag hopeless broken. loadset thing...and i'm evid one problem: <link> so...anyon workaround? the one post thread move toolbar bottom window.
2710,t3895,neutral,actual link dive into python [this](<link>
2711,t3896,neutral,example: return differ result
2712,t3897,neutral,old question steve m' pick answer yet?
2713,t3898,positive,excel handl :)
2714,t3899,neutral,"won't guilti parti simpli increas minimum amount they'll try? i know they'r tri fli radar bank bank statements, day 10-20 common amount see statement 2.35. do specif experi this?"
2715,t3900,neutral,"the observablecollect like solution, still give grief, direct access static resourc call follow code list get updated:"
2716,t3901,neutral,<link>
2717,t3902,positive,"i'm use rob con repositori pattern also absolut love it. but i'm worri concurr checks. i load recent object, updat field submitchanges. i would look see could use attach and/or timestamps. it sinc i'v look linq concurrency."
2718,t3903,neutral,"interoper approach (wsdl-first), still hand code wsdl? if so, still run pain point described? or found better solution?"
2719,t3904,negative,"i end write python parser myself. i manag follow spec here: and take code tabl horde.org cvs. the open mobil allianc site document terrible, tri project :("
2720,t3905,neutral,i would go custom attach properti route! pretti simpl implement too!
2721,t3906,positive,"i'v handl 404 global.asax file now, anyon help googl widget would great!"
2722,t3907,positive,we current use pde automat build featur complet product. it work quit well. make sure use right script product build featur build. edit: we'v migrat excel command line interface.
2723,t3908,negative,"the method .net return by-ref version type, e.g. pass type return type repres however, alreadi mechan obtain plain old there seem opposit method remov by-ref modifier. at moment i'v put hack place re-build assembly-qualifi name without end type name load type, horribl dirty..."
2724,t3910,negative,"<@user>: no, i'm asking. i'm scare answer."
2725,t3911,neutral,"way memori handl work c extens python noth raii, certain scope based. i wish were, though, much i hate c++, raii one thing make c++ better c area."
2726,t3914,neutral,"i think i read somewher recent (might even so i can't find question) debug session, press stop vs kill process gc take place. howev close app window normal perform gc expected. is correct? also, happen (non-debug) process kill task manag gc still cleanup?"
2727,t3915,neutral,"effici case, i would use sax person prefer stax"
2728,t3916,negative,"evalu what? i may slow today, i realli understand problem is. i'm aw tempt vote close principl i see real question."
2729,t3918,neutral,"mayb answer might insight i remov limitations... i can't ""take time"" sinc finit number hour contract. almost entir code need refactored. i tri identifi area reduc immedi pain."
